,f01,f02,f03,f04,f05,f06
61,41765438.0,1390706.0,35482.39529746505,6960.906333333333,23.064689495832294,1.0
62,4345079.0,341196.0,5760.892631685873,724.1798333333334,17.134713681813576,1.0
63,27529309.0,2310802.0,37218.37751555074,4588.218166666667,32.766338379410406,1.0
64,30925993.0,676393.0,35150.62266588424,5154.332166666667,12.081593177412552,1.0
65,6101328.5,1455914.6,19946.752569418004,1016.8880833333335,155.71126782513264,1.0
66,17590110.310000002,3429932.0,49632.329721143244,2931.6850516666664,773.9327200919696,1.0
67,2699605.8,71861.8,2301.991943489753,449.9343000000001,9.506058440808616,1.0
68,28493055.0,545342.0,22135.363349886044,4748.8425,7.490910058940712,1.0
69,3124202.16,627693.25,10144.480623823396,520.7003600000004,145.83043613194653,1.0
70,4191638.0,139927.0,3165.096029376234,698.6063333333333,14.609717929389507,1.0
